"","logFC","logCPM","LR","PValue","FDR","gene","logFDR","Significant"
"ENSMUSG00000056055",9.40644830194671,1.56467900897047,21.9313672988782,2.82577158299391e-06,0.056973106418311,"Sag",5.54886294661151,TRUE
"ENSMUSG00000020357",3.47102383421001,-0.211919752634957,20.0624981641229,7.49520894366439e-06,0.056973106418311,"Flt4",5.12521625583563,TRUE
"ENSMUSG00000113688",-5.64431645755171,-1.43236537000817,19.7432380642912,8.85745261748983e-06,0.056973106418311,"A930027P06Rik",5.05269116222569,TRUE
"ENSMUSG00000107688",-3.73952176639352,-0.523795720119032,19.10164758137,1.23937848670056e-05,0.056973106418311,"Gm44091",4.90679604666328,TRUE
"ENSMUSG00000112843",5.73936873036582,-1.43830935179532,19.078613557817,1.254427530696e-05,0.056973106418311,"Gm46224",4.90155442317195,TRUE
"ENSMUSG00000109422",-4.0906345937643,-1.27837804005501,18.8261487981438,1.43190482348203e-05,0.056973106418311,"Gm45174",4.84408584795711,TRUE
"ENSMUSG00000022010",0.748135751459623,7.68124002377613,17.1530913177183,3.44847730656229e-05,0.117607855342231,"Tsc22d1",4.46237262763276,FALSE
"ENSMUSG00000039194",1.12773056653267,4.17262660474569,16.1822264668746,5.75313849256489e-05,0.146600039054605,"Rlbp1",4.24009517128429,TRUE
"ENSMUSG00000048489",1.85098037613194,2.51436639194428,16.0146786118949,6.2853283021296e-05,0.146600039054605,"Depp1",4.20167203284206,TRUE
"ENSMUSG00000087027",-4.97018470663721,-1.81439510842669,15.9338849319743,6.55938419579543e-05,0.146600039054605,"Gm13206",4.18313693088675,TRUE
"ENSMUSG00000040046",9.35076656245749,1.51631651238923,15.8782906664362,6.75491320571631e-05,0.146600039054605,"Tph1",4.17038022688187,TRUE
"ENSMUSG00000029231",1.49152939065557,6.25343092747773,15.1350926221824,0.000100085450602766,0.199111663519987,"Pdgfra",3.99962905121386,TRUE
"ENSMUSG00000044786",1.67051458249056,6.53359709118394,14.9571513622517,0.000109980426201155,0.19929244739242,"Zfp36",3.95868460165313,TRUE
"ENSMUSG00000102202",-3.76749734377749,-1.47724988857246,14.5890128221689,0.000133691766410056,0.19929244739242,"Gm33280",3.87389533853298,TRUE
"ENSMUSG00000085956",3.8060103005769,-1.48957432971965,14.4778346860339,0.000141818518699294,0.19929244739242,"4930481B07Rik",3.84826705516288,TRUE
"ENSMUSG00000024990",4.03290470538722,1.44512112330759,14.4074437568872,0.000147219218839576,0.19929244739242,"Rbp4",3.83203549100977,TRUE
"ENSMUSG00000055170",-4.10287706084824,-1.2966809269785,14.3837781070448,0.000149081088077912,0.19929244739242,"Ifng",3.82657744618042,TRUE
"ENSMUSG00000042745",1.47005822333402,3.92142400749097,14.1917909704531,0.000165089169384959,0.19929244739242,"Id1",3.78228141753452,TRUE
"ENSMUSG00000040938",3.21367447852221,1.92541397946162,14.1762727577165,0.00016645636227867,0.19929244739242,"Slc16a11",3.7786996006292,TRUE
"ENSMUSG00000021250",1.38598469463527,9.57573569334912,14.0685216349593,0.00017626929503682,0.19929244739242,"Fos",3.75382333238272,TRUE
"ENSMUSG00000020713",7.65458232506587,-0.106772567445124,14.0588082080068,0.000177182036432864,0.19929244739242,"Gh",3.75158031108071,TRUE
"ENSMUSG00000101242",-5.17833597001514,-1.66404342240191,13.937809141484,0.000188959096876794,0.19929244739242,"Gm28319",3.72363219542045,TRUE
"ENSMUSG00000053886",3.68555553637857,-1.55747222129235,13.9077550357811,0.000192004619864519,0.19929244739242,"Sh2d4a",3.71668832151765,TRUE
"ENSMUSG00000109828",-5.27635521513249,-1.62095950484518,13.8200182208504,0.000201181289373778,0.200069227855088,"Gm45662",3.69641241277903,TRUE
"ENSMUSG00000113314",5.78215090725099,-1.33475730586176,13.7437739193172,0.000209514124591681,0.200069227855088,"Gm2721",3.67878669333993,TRUE
"ENSMUSG00000035486",1.70162644720322,1.42118879475766,13.283020602837,0.000267820643304412,0.232834885862397,"Plk5",3.57215595111912,TRUE
"ENSMUSG00000039683",4.02754798082115,-0.801638624987963,13.197186266956,0.000280369739018582,0.232834885862397,"Sdk1",3.55226886262569,TRUE
"ENSMUSG00000108388",-5.66065949863265,-1.52547810556251,12.9611287349611,0.000318025384423786,0.232834885862397,"Gm44673",3.49753821374138,TRUE
"ENSMUSG00000041534",7.43603675307472,1.34571375177643,12.902808948231,0.000328089378126593,0.232834885862397,"Rbp3",3.48400782964346,TRUE
"ENSMUSG00000058773",3.96430193640644,-1.33212238096665,12.8872890463268,0.000330821276289045,0.232834885862397,"H1f5",3.48040656720357,TRUE
"ENSMUSG00000031891",5.0004778520506,-1.81584540646264,12.7862719545793,0.000349172270431972,0.232834885862397,"Hsd11b2",3.45696025315821,TRUE
"ENSMUSG00000097875",3.76929706420396,-1.45392765659503,12.7174584881955,0.000362257744804106,0.232834885862397,"Gm26704",3.44098232086098,TRUE
"ENSMUSG00000109239",-4.69334875087848,-1.94921005316244,12.7135500545217,0.000363015640480553,0.232834885862397,"Gm45176",3.44007466304084,TRUE
"ENSMUSG00000028989",-3.57406736877972,-1.58824903297534,12.6760664955,0.000370365900404868,0.232834885862397,"Angptl7",3.43136900565027,TRUE
"ENSMUSG00000023067",1.20086640856822,5.09281224669182,12.6553079754414,0.000374500898653156,0.232834885862397,"Cdkn1a",3.4265471358293,TRUE
"ENSMUSG00000003436",2.21362548479652,1.13469276828623,12.6469870148718,0.0003761714397552,0.232834885862397,"Dll3",3.42461418068242,TRUE
"ENSMUSG00000037944",-2.30861616320177,0.476139786165384,12.6433280875323,0.000376908394342012,0.232834885862397,"Ccr7",3.42376419002236,TRUE
"ENSMUSG00000106720",-2.42485917149083,-0.0976998146179703,12.6214088723798,0.000381353798681581,0.232834885862397,"Gm43795",3.41867192322772,TRUE
"ENSMUSG00000028195",2.37839371650432,5.76165868009559,12.6097574275476,0.000383738301460466,0.232834885862397,"Ccn1",3.41596485109419,TRUE
"ENSMUSG00000046008",3.37335764199203,-0.800614942152503,12.5789179208625,0.000390122541553047,0.232834885862397,"Pnlip",3.40879895512459,TRUE
"ENSMUSG00000107109",-2.37148632500338,-0.40526169266674,12.4812031389951,0.000411067359464857,0.234087801612036,"Gm42571",3.38608700672023,TRUE
"ENSMUSG00000053113",1.39571604714943,5.41566769209598,12.4777273164564,0.000411832935437754,0.234087801612036,"Socs3",3.38527892457834,TRUE
"ENSMUSG00000047821",2.93933229606336,-0.145349761379899,12.4042333310472,0.000428361641165338,0.237820406035816,"Trim16",3.36818942620641,TRUE
"ENSMUSG00000032501",1.06684680550762,4.4699971820813,12.2941715457773,0.00045437501478466,0.246529425635322,"Trib1",3.34258555766562,TRUE
"ENSMUSG00000026062",3.77408171255495,-0.500093601325175,12.2352248620826,0.000468956918613202,0.247307768709328,"Slc9a2",3.32886705252573,TRUE
"ENSMUSG00000094152",3.71462598347975,-1.49456921121437,12.2053438456389,0.000476528185005199,0.247307768709328,"Slc6a16",3.32191140723924,TRUE
"ENSMUSG00000020577",1.01313147713231,4.79365935353079,12.1638444582328,0.000487248423387988,0.247491098117903,"Tspan13",3.31224955747459,TRUE
"ENSMUSG00000021453",1.19435560844237,5.84258534463365,12.1002161362804,0.000504159785704639,0.250745970085976,"Gadd45g",3.29743179876884,TRUE
"ENSMUSG00000058019",6.01574363113397,-1.18116039794063,11.9017654788316,0.000560807652594811,0.265416370981198,"Ces5a",3.25118606876283,TRUE
"ENSMUSG00000017723",7.28699299645451,-0.221954702764337,11.8911052649462,0.000564026423393643,0.265416370981198,"Wfdc2",3.24870054980168,TRUE
"ENSMUSG00000117995",-3.47529318060862,-1.17704325804513,11.8812779848926,0.000567010217402131,0.265416370981198,"Gm50348",3.24640911514345,TRUE
"ENSMUSG00000108155",-3.99700001290985,-1.30088349286658,11.8390217430547,0.000580022894071352,0.266286279810873,"Gm44443",3.23655486407046,TRUE
"ENSMUSG00000026628",2.02570172026153,5.86471614965255,11.7220943553067,0.000617624066796652,0.274871077336432,"Atf3",3.20927578930228,TRUE
"ENSMUSG00000106103",-3.46352782525849,-1.64986211898064,11.7097042157629,0.000621750017851436,0.274871077336432,"Gm43081",3.20638419358874,TRUE
"ENSMUSG00000022018",0.780885560377501,5.33635600026948,11.5922191253475,0.00066228334855849,0.276183281221354,"Rgcc",3.17895616405333,FALSE
"ENSMUSG00000024578",3.99895918510042,-0.908644567836287,11.439331731009,0.00071905647153021,0.276183281221354,"Il17b",3.14323700070074,TRUE
"ENSMUSG00000086564",2.62196524746996,-1.15803173127046,11.3974518025309,0.000735449181909969,0.276183281221354,"Cd101",3.13344733079309,TRUE
"ENSMUSG00000030852",1.52387180147956,3.56401845730644,11.3936365222055,0.000736961203837771,0.276183281221354,"Tacc2",3.13255537428838,TRUE
"ENSMUSG00000107561",-2.19728724765344,-0.287491507272225,11.3891812562528,0.000738730832223851,0.276183281221354,"Gm44264",3.13151377456065,TRUE
"ENSMUSG00000039954",1.53662826194372,1.71926150592295,11.3734847889529,0.000744999737272892,0.276183281221354,"Stk32a",3.12784388040735,TRUE
"ENSMUSG00000112805",5.0351176517385,-1.78315452242731,11.3451593009924,0.000756448806248355,0.276183281221354,"Gm34574",3.12122045814464,TRUE
"ENSMUSG00000102526",-4.69837813192112,-1.93771783980392,11.3245062398281,0.000764908635370759,0.276183281221354,"Gm37785",3.11639043611954,TRUE
"ENSMUSG00000113792",-5.26979230731461,-1.73493597829655,11.3125491657026,0.000769850077712605,0.276183281221354,"Gm10933",3.11359384205036,TRUE
"ENSMUSG00000109109",-5.0369885451985,-1.71533285921639,11.2761462078459,0.000785093655848032,0.276183281221354,"Gm44953",3.10507853205496,TRUE
"ENSMUSG00000027559",3.87045359619694,3.9601664500793,11.264510791489,0.000790029980382111,0.276183281221354,"Car3",3.1023564276115,TRUE
"ENSMUSG00000054360",6.42585778243724,-0.876259172455761,11.2502009484475,0.000796143961366583,0.276183281221354,"Bsx",3.09900839460644,TRUE
"ENSMUSG00000025905",3.31855315983927,-1.24899077934671,11.2486573924185,0.00079680630707656,0.276183281221354,"Oprk1",3.09864723693663,TRUE
"ENSMUSG00000020363",1.16216896029437,3.16178510478511,11.2468736907842,0.000797572393757168,0.276183281221354,"Gfpt2",3.09822988660013,TRUE
"ENSMUSG00000038418",1.32545363513665,8.0953464900591,11.245295090497,0.000798251011782074,0.276183281221354,"Egr1",3.0978605223205,TRUE
"ENSMUSG00000104449",-2.1152283138266,-0.467550427932851,11.1879847736795,0.000823287126562158,0.279649307543536,"Gm37255",3.08444867543839,TRUE
"ENSMUSG00000024215",4.41155410003503,1.72858219531263,11.153348807038,0.000838801165813762,0.279649307543536,"Spdef",3.076340974599,TRUE
"ENSMUSG00000043807",-4.75052883212383,-1.92306825519895,11.1431818549283,0.000843410972359342,0.279649307543536,"Ly6g5b",3.07396075332813,TRUE
"ENSMUSG00000087293",4.79593387891275,-1.91266725087104,11.0682732563772,0.000878174249145836,0.287187039039158,"Gm14341",3.05641930193652,TRUE
"ENSMUSG00000038580",5.15201747479518,-1.70847473471597,10.9927985049168,0.000914665949198563,0.29349151906604,"Sct",3.03873748834737,TRUE
"ENSMUSG00000053560",1.51673147643936,7.08455899856015,10.977916909466,0.00092204012608189,0.29349151906604,"Ier2",3.03525017855944,TRUE
"ENSMUSG00000020423",1.8057420916719,7.89012155430344,10.9132948269864,0.000954765590160167,0.299909459656496,"Btg2",3.02010324139638,TRUE
"ENSMUSG00000043003",7.99529145197028,0.348437255672394,10.6885422318633,0.0010780111995673,0.333462684417122,"Rasef",2.96737672719658,TRUE
"ENSMUSG00000059852",3.0448845648443,-1.47014153581666,10.6688996677306,0.00108951909623992,0.333462684417122,"Kcng2",2.96276515337648,TRUE
"ENSMUSG00000040435",0.742822421229496,5.60643545662047,10.6354369639324,0.00110941067600666,0.335252671750721,"Ppp1r15a",2.95490765916345,FALSE
"ENSMUSG00000041559",2.16980256545737,1.42010900114575,10.5395963600331,0.00116843935129046,0.343795262865118,"Fmod",2.93239382506333,TRUE
"ENSMUSG00000034145",3.15302458023098,-1.07325737411354,10.4821786857038,0.00120531535930321,0.343795262865118,"Tmem63c",2.91889930919977,TRUE
"ENSMUSG00000051599",3.22883875659886,-0.4332428630102,10.4796839795433,0.00120694399609052,0.343795262865118,"Pcdhb2",2.9183128813137,TRUE
"ENSMUSG00000109122",-3.29828010729468,-1.77119646402215,10.444860125886,0.00122991220159867,0.343795262865118,"A230103L15Rik",2.91012588996074,TRUE
"ENSMUSG00000097381",4.3923746360376,-2.10028508699255,10.4405013047024,0.00123281805645577,0.343795262865118,"A230087F16Rik",2.90910101335382,TRUE
"ENSMUSG00000035296",-6.3976913746638,-1.12508017968721,10.4367482152667,0.00123532565984523,0.343795262865118,"Sgcg",2.90821853744096,TRUE
"ENSMUSG00000025468",1.47461863320151,2.54011172390259,10.4320281313602,0.00123848668396934,0.343795262865118,"Caly",2.90710865852483,TRUE
"ENSMUSG00000043719",4.57587747089771,-2.02821560399068,10.3886579021652,0.00126791750511493,0.343965847722827,"Col6a6",2.89690900216316,TRUE
"ENSMUSG00000058794",4.57587747089771,-2.02821560399068,10.3886579021652,0.00126791750511493,0.343965847722827,"Nfe2",2.89690900216316,TRUE
"ENSMUSG00000033196",7.74531806128395,0.144980702950029,10.3417618629632,0.00130053815420655,0.348851093880596,"Myh2",2.88587690227756,TRUE
"ENSMUSG00000041578",7.7121895242481,0.118338500045259,10.2956809274705,0.00133341940028277,0.353696903810563,"Crx",2.87503323049554,TRUE
"ENSMUSG00000023034",1.08699891054426,7.31950192675157,10.2705447293043,0.00135170887671151,0.354254369991436,"Nr4a1",2.86911683417249,TRUE
"ENSMUSG00000027656",4.42998269180227,-2.08504935100912,10.2522238308285,0.001365199264408,0.354254369991436,"Ccn5",2.8648039543984,TRUE
"ENSMUSG00000074657",0.668718559737243,8.45460214667165,10.1935183670012,0.00140935152881943,0.354452854792218,"Kif5a",2.85098066907278,FALSE
"ENSMUSG00000029607",4.40462618055931,-2.09512959753097,10.1920078346592,0.00141050648034435,0.354452854792218,"Ankrd61",2.85062491420813,TRUE
"ENSMUSG00000065734",4.40462618055931,-2.09512959753097,10.1920078346592,0.00141050648034435,0.354452854792218,"Snord49a",2.85062491420813,TRUE
"ENSMUSG00000035200",7.60798163869184,0.0350394249073937,10.1505372311507,0.00144259196058638,0.355758350724017,"Chrnb4",2.84085649241678,TRUE
"ENSMUSG00000074802",2.9321769929447,0.793181293762651,10.1468174462127,0.0014455058023805,0.355758350724017,"Gas2l3",2.83998016069566,TRUE
"ENSMUSG00000104398",-5.00749620724364,-1.73758902807126,10.1164280633031,0.00146953524177986,0.357981783949088,"Gm37964",2.83281999439776,TRUE
"ENSMUSG00000027004",1.74970456790998,1.00215635773228,10.0787408362286,0.0014998979696223,0.359518386535274,"Frzb",2.82393828276907,TRUE
"ENSMUSG00000039989",-0.867099646520559,4.42586871624472,10.0377144039359,0.00153367380238744,0.359518386535274,"Cbx4",2.81426700080917,FALSE
"ENSMUSG00000035431",1.82698551081423,1.36350084235903,10.0356659781824,0.00153538025987697,0.359518386535274,"Sstr1",2.81378404734361,TRUE
"ENSMUSG00000000078",0.85944198794102,6.64377764010223,10.0219275303745,0.00154687499117021,0.359518386535274,"Klf6",2.81054478186535,FALSE
"ENSMUSG00000024190",1.23066959502305,8.55976422096923,10.0168548734449,0.00155114119771848,0.359518386535274,"Dusp1",2.80934866730637,TRUE
"ENSMUSG00000101860",4.41932787778557,-2.09021196456735,9.97224299976124,0.00158917776183382,0.36105583812523,"Mindy4b-ps",2.79882752087595,TRUE
"ENSMUSG00000097419",3.85770524092285,-1.47919675499187,9.96493918060327,0.00159549447900822,0.36105583812523,"ENSMUSG00000097419",2.7971046942849,TRUE
"ENSMUSG00000099423",-4.68918211775442,-1.98899338597139,9.9427560043241,0.00161483599459634,0.36105583812523,"Gm17826",2.79187157875618,TRUE
"ENSMUSG00000104148",3.96243326041746,-1.36263701609556,9.93884491092144,0.00161827062704309,0.36105583812523,"Pcdha2",2.79094884860548,TRUE
"ENSMUSG00000107479",4.47155409531161,-2.06286625056738,9.85342645711781,0.00169515730208473,0.369820078700856,"2610300M13Rik",2.77078999524401,TRUE
"ENSMUSG00000071104",4.47155409531161,-2.06286625056738,9.85342645711781,0.00169515730208473,0.369820078700856,"Ccdc110",2.77078999524401,TRUE
"ENSMUSG00000103770",3.139233518601,-0.916228335061249,9.84382734653983,0.00170402583073322,0.369820078700856,"Pcdha9",2.76852382620085,TRUE
"ENSMUSG00000098729",-3.34495737626018,-1.74598034660374,9.81412646114878,0.00173176509992342,0.371354217011549,"Gm27200",2.76151101689463,TRUE
"ENSMUSG00000090061",3.61726261519105,-0.496406523792331,9.79811027601598,0.00174691293142561,0.371354217011549,"Nwd2",2.75772874031972,TRUE
"ENSMUSG00000042379",6.31857441943837,-0.934479587448722,9.75158808068915,0.00179167867530945,0.371354217011549,"Esm1",2.74673987528375,TRUE
"ENSMUSG00000115127",4.61167150438306,-2.00246037052337,9.74481703392329,0.00179829030579893,0.371354217011549,"Gm46515",2.74514019690239,TRUE
"ENSMUSG00000104351",3.8827780300733,-1.40674196312911,9.6974741663893,0.00184521468145002,0.371354217011549,"Gm37125",2.73395309858612,TRUE
"ENSMUSG00000039187",1.95269924114168,-0.275958553366424,9.69188224835831,0.00185083850536079,0.371354217011549,"Fanci",2.73263147389455,TRUE
"ENSMUSG00000112576",-4.89713677840761,-1.80586958865809,9.65525658142969,0.00188810519704738,0.371354217011549,"Gm47621",2.72397381235551,TRUE
"ENSMUSG00000021822",-4.40358894493476,-2.06945203840081,9.6325404344155,0.00191160019230734,0.371354217011549,"Plau",2.71860293446113,TRUE
"ENSMUSG00000070605",4.45780906883112,-2.07988038707168,9.60367871867306,0.00194187950877391,0.371354217011549,"Zfp992",2.71177772102845,TRUE
"ENSMUSG00000098012",4.45780906883112,-2.07988038707168,9.60367871867306,0.00194187950877391,0.371354217011549,"Gm8907",2.71177772102845,TRUE
"ENSMUSG00000021356",-1.88781609275271,1.10758220070494,9.60007447786656,0.00194569477516407,0.371354217011549,"Irf4",2.71092528732497,TRUE
"ENSMUSG00000086641",5.94828110516175,-1.19541803186816,9.59547887667146,0.00195057046952067,0.371354217011549,"Gm13663",2.70983835503118,TRUE
"ENSMUSG00000052760",-4.69318364828609,-1.91346126284662,9.58955794114545,0.00195687053941635,0.371354217011549,"A630001G21Rik",2.70843790498935,TRUE
"ENSMUSG00000046518",7.25613197526788,-0.240245937820098,9.57704486679234,0.00197025281402631,0.371354217011549,"Ferd3l",2.70547804353789,TRUE
"ENSMUSG00000045179",2.20849546600041,-0.712458846408961,9.56704812774748,0.00198101060485338,0.371354217011549,"Sox3",2.70311319956646,TRUE
"ENSMUSG00000030559",3.16239983502217,-1.38833800855315,9.5588134987838,0.00198991685592445,0.371354217011549,"Rab38",2.70116506920214,TRUE
"ENSMUSG00000042712",0.678761761562912,5.0785748949444,9.55414878973438,0.00199498002268545,0.371354217011549,"Tceal9",2.70006144888997,FALSE
"ENSMUSG00000113349",-3.39666304798947,-0.883332044770512,9.55329044174837,0.0019959131123122,0.371354217011549,"Gm48369",2.69985836869228,TRUE
"ENSMUSG00000025083",1.06914754497492,4.32371459611711,9.54344511918682,0.00200664742573157,0.371354217011549,"Afap1l2",2.69752892771699,TRUE
"ENSMUSG00000105079",-2.82865835551598,-1.14912285100937,9.50844290342429,0.00204528643843993,0.373103938218788,"Gm43715",2.68924586128864,TRUE
"ENSMUSG00000029075",-1.9468267230358,0.52223323454025,9.50658386494969,0.00204735960736653,0.373103938218788,"Tnfrsf4",2.68880586921905,TRUE
"ENSMUSG00000097288",-4.7758208877003,-1.97535235649368,9.41365565527212,0.00215375407570128,0.383955987505982,"Gm2155",2.66680388769695,TRUE
"ENSMUSG00000029797",2.98858245045501,3.90461774164856,9.41011082510006,0.00215792183689921,0.383955987505982,"Sspo",2.66596429015271,TRUE
"ENSMUSG00000036206",1.10051627489775,4.20488689547694,9.40166503784008,0.00216788479015994,0.383955987505982,"Sh3bp4",2.66396380162041,TRUE
"ENSMUSG00000106164",3.21482812949076,-1.28455694449961,9.3988280007583,0.00217124191820498,0.383955987505982,"9430085M18Rik",2.66329178507243,TRUE
"ENSMUSG00000037405",2.24230261040232,1.6868209640915,9.32913746697581,0.00225538491109629,0.395902970460308,"Icam1",2.64677932939582,TRUE
"ENSMUSG00000040998",2.98829639785577,2.51059500410544,9.28736358802669,0.00230740005230116,0.402077090865588,"Npnt",2.63687710186182,TRUE
"ENSMUSG00000036334",1.63245286976431,0.830605153753846,9.2593611778371,0.00234294732153142,0.405312908745794,"Igsf10",2.63023747590385,TRUE
"ENSMUSG00000048015",7.07681449779225,-0.376797094176777,9.24469798227888,0.00236178245520242,0.405592387978779,"Neurod4",2.62676010793175,TRUE
"ENSMUSG00000062184",1.54981435153484,1.61181265011772,9.23175001629158,0.00237854204821468,0.405592387978779,"Hs6st2",2.62368916665476,TRUE
"ENSMUSG00000036907",1.60367078530112,2.60395867284044,9.11664378956165,0.00253294245844828,0.424958364184221,"C1ql2",2.5963746760848,TRUE
"ENSMUSG00000062391",-2.79875139931661,-0.889450759945616,9.09143776808134,0.00256808907665409,0.424958364184221,"4932435O22Rik",2.59038991641767,TRUE
"ENSMUSG00000097228",4.26405311475058,-2.14978145242651,9.08593329550147,0.00257582999390649,0.424958364184221,"Gm26597",2.5890828040237,TRUE
"ENSMUSG00000007034",6.98730451944151,-0.443968653862195,9.08050424835361,0.00258348804155345,0.424958364184221,"Slc44a4",2.58779354437548,TRUE
"ENSMUSG00000078942",-4.55549476347383,-2.05410611178266,9.06950775094485,0.00259907025520307,0.424958364184221,"Naip6",2.58518198097046,TRUE
"ENSMUSG00000028197",4.98886888661491,-1.88203018420394,9.05461304952916,0.002620328540918,0.424958364184221,"Col24a1",2.58164425274039,TRUE
"ENSMUSG00000026295",6.85514963601907,2.01751324287208,9.04400930687516,0.0026355700920912,0.424958364184221,"Spp2",2.57912542938124,TRUE
"ENSMUSG00000032484",6.30558528293533,0.664776430567837,9.03358377363951,0.00265064323878942,0.424958364184221,"Ngp",2.57664872185258,TRUE
"ENSMUSG00000109244",3.45036427784651,-1.681071395464,9.02692819126517,0.00266031156240311,0.424958364184221,"Gm44751",2.57506749798971,TRUE
"ENSMUSG00000052684",1.09761757290448,9.20874187108162,9.01282373043215,0.00268091910595858,0.424958364184221,"Jun",2.57171629021922,TRUE
"ENSMUSG00000097178",2.87318055895101,-1.50264102826181,9.00162471054264,0.00269739698919295,0.424958364184221,"2310002F09Rik",2.5690551315864,TRUE
"ENSMUSG00000076911",-4.12698885146084,-2.18438213248198,8.99599393457097,0.00270572074544471,0.424958364184221,"Traj18",2.56771702849624,TRUE
"ENSMUSG00000029720",-2.57577404507025,-1.08608694374448,8.97591025640521,0.00273562265086245,0.426846532967577,"Gm20605",2.56294380898059,TRUE
"ENSMUSG00000063911",-4.47104101853835,-2.07186778025348,8.9524649511577,0.00277095439018923,0.427577404332175,"Tdgf1-ps2",2.55737062263067,TRUE
"ENSMUSG00000108326",-2.72897445424457,-0.960234274878784,8.9215713214221,0.0028182193506384,0.427577404332175,"Gm17838",2.55002520744225,TRUE
"ENSMUSG00000023439",6.73190257462458,1.49427962048019,8.92018346928686,0.00282036177538506,0.427577404332175,"Gnb3",2.549695179987,TRUE
"ENSMUSG00000110068",-5.12218399229165,-1.61572915688151,8.90615870127753,0.00284210481436046,0.427577404332175,"Gm45294",2.5463599097094,TRUE
"ENSMUSG00000087373",-2.1046606345456,-0.883829232017454,8.88719923887011,0.00287176916774866,0.427577404332175,"Gm15892",2.54185047153346,TRUE
"ENSMUSG00000026069",-5.18627656827194,-1.74722067909402,8.885999032034,0.00287365758470514,0.427577404332175,"Il1rl1",2.54156498217694,TRUE
"ENSMUSG00000076617",1.82468753121746,3.44999527068755,8.86727471984586,0.00290328245853975,0.427577404332175,"Ighm",2.53711070987355,TRUE
"ENSMUSG00000114626",-3.12124262960753,-1.35102324223426,8.85778054569751,0.00291842209860782,0.427577404332175,"Gm48266",2.53485189481443,TRUE
"ENSMUSG00000105510",3.13090313445451,-1.80785691522715,8.85363930464936,0.00292505091524311,0.427577404332175,"Gm43815",2.53386656991798,TRUE
"ENSMUSG00000100465",-2.42267931412731,-1.46049211154419,8.85279473698362,0.00292640467723146,0.427577404332175,"Gm29264",2.53366561774034,TRUE
"ENSMUSG00000117964",-4.72738302190842,-1.95741856075452,8.84599808553561,0.00293732225989514,0.427577404332175,"Gm36043",2.53204840348861,TRUE
"ENSMUSG00000051452",-2.82576308077496,-0.811108137304458,8.81602706970562,0.00298596089748337,0.432023300034063,"Gm11437",2.52491588385761,TRUE
"ENSMUSG00000052353",2.32597614797506,-0.656566654812285,8.79363852525912,0.00302282749776308,0.433027510027297,"Cemip",2.5195866357885,TRUE
"ENSMUSG00000111990",5.27027912074514,-1.69392221007174,8.77730529717405,0.00305001442268482,0.433027510027297,"Gm47033",2.51569810698842,TRUE
"ENSMUSG00000027544",1.23687929937509,2.71615716422909,8.77327455886315,0.00305676178496043,0.433027510027297,"Nfatc2",2.51473840475061,TRUE
"ENSMUSG00000118366",5.037981495933,-1.83837429446505,8.76809366573334,0.00306545675845571,0.433027510027297,"9130016M20Rik",2.51350480568143,TRUE
"ENSMUSG00000030742",-2.46473778904206,0.275500938537185,8.73989169228658,0.00311323010656086,0.435367874876754,"Lat",2.50678877834853,TRUE
"ENSMUSG00000098211",4.20617740625467,-2.17053373116886,8.72211802370215,0.00314372613091771,0.435367874876754,"Gm27045",2.50255529501553,TRUE
"ENSMUSG00000114456",2.70200514050113,-1.11557113882672,8.71950310950146,0.00314823833951657,0.435367874876754,"H2bc9",2.50193239651036,TRUE
"ENSMUSG00000097680",1.98531499586327,-0.537012171898027,8.71560799519751,0.00315497182397178,0.435367874876754,"Gm26642",2.50100451494543,TRUE
"ENSMUSG00000031877",-5.49696610376991,-1.37966847381442,8.66328165370633,0.00324686032832161,0.442064981627503,"Ces2g",2.48853639321689,TRUE
"ENSMUSG00000084340",-2.66688773724243,-1.64843890450174,8.65646815518675,0.00325902377755609,0.442064981627503,"Gm14766",2.48691247094825,TRUE
"ENSMUSG00000072722",4.30592051145974,-2.12555357096595,8.65373598709611,0.00326391423959012,0.442064981627503,"Ccdc121rt2",2.48626126099725,TRUE
"ENSMUSG00000070473",5.83382935526132,-1.25749755243113,8.6385728697919,0.00329119144097011,0.442064981627503,"Cldn3",2.4826468550685,TRUE
"ENSMUSG00000037375",2.32361701268093,-0.0609862153919367,8.63569988225512,0.00329638576015563,0.442064981627503,"Hhat",2.4819619706085,TRUE
"ENSMUSG00000008136",1.93440227552309,0.647025982364489,8.62565750370222,0.00331460778751406,0.442064981627503,"Fhl2",2.47956785362294,TRUE
"ENSMUSG00000112197",-4.41670895550954,-2.03483524442974,8.59831992277071,0.00336473264331159,0.445279410803341,"Gm47337",2.47304943846746,TRUE
"ENSMUSG00000079391",4.28862126948131,-2.14472554328887,8.58168388392292,0.00339561210657631,0.445279410803341,"Gm2974",2.46908192667161,TRUE
"ENSMUSG00000085546",-3.0812862848094,-1.47781631494579,8.57724974353684,0.00340389118356555,0.445279410803341,"Gm14252",2.46802433199885,TRUE
"ENSMUSG00000079022",2.23495458439131,-0.879692360881845,8.57221440994157,0.00341331764658868,0.445279410803341,"Col22a1",2.46682329398287,TRUE
"ENSMUSG00000027350",1.78558892313746,3.20707608847461,8.55961815888394,0.00343701502416693,0.44593401995618,"Chgb",2.46381856943434,TRUE
"ENSMUSG00000068227",-2.36355393818347,-1.28989816858286,8.54882866213357,0.00345744630622661,0.446160084694854,"Il2rb",2.46124455571339,TRUE
